room_type_id,room_amenities,amenity_group
8241,"[{'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': '21 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8242,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '21 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8243,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '21 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn', 'type': 'capacity'}, {'amenity': '3 giường đơn', 'type': 'bed'}]",
8244,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '18 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 3 bé (0-15 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8245,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '18 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 3 bé (0-15 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8246,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'air-conditioning'}, {'amenity': '21 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8247,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'air-conditioning'}, {'amenity': '21 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đơn và 1 giường đôi', 'type': 'bed'}]",
8248,"[{'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '37 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi', 'type': 'bed'}]",
8249,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': '37 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8250,"[{'amenity': 'Hướng Vườn', 'type': 'views'}, {'amenity': '3 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Quạt', 'type': 'confirmation-instant'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': '50 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 nệm futon', 'type': 'bed'}]",
8251,"[{'amenity': 'Hướng Vườn', 'type': 'views'}, {'amenity': '4 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': '65 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 4 người lớn', 'type': 'capacity'}, {'amenity': '2 giường lớn', 'type': 'bed'}]",
8252,"[{'amenity': 'Hướng Hồ', 'type': 'views'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'window'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi', 'type': 'bed'}]",
8253,"[{'amenity': 'Hướng Hồ', 'type': 'views'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'window'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8254,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi', 'type': 'bed'}]",
8255,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '35 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 4 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đôi', 'type': 'bed'}]",
8256,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '40 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 5 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đơn và 2 giường đôi', 'type': 'bed'}]",
8257,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '15 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi', 'type': 'bed'}]",
8258,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 1 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đơn', 'type': 'bed'}]",
8259,"[{'amenity': 'Studio/1 phòng ngủ', 'type': 'bedroom'}, {'amenity': '1 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '100 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8260,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường lớn', 'type': 'bed'}]",
8261,"[{'amenity': '4 phòng ngủ', 'type': 'bedroom'}, {'amenity': '2 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Tối đa 8 người lớn, 4 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn / 1 giường đôi lớn / 1 giường đôi lớn / 1 giường đôi lớn', 'type': 'bed'}]",
8262,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'tầng trệt', 'type': 'ground-floor'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': '40 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}]",
8263,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'tầng trệt', 'type': 'ground-floor'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8264,"[{'amenity': '3 phòng ngủ', 'type': 'bedroom'}, {'amenity': '3 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Cho phép hút thuốc', 'type': 'smoking-allowed'}, {'amenity': '300 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 10 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn / 1 giường đơn / 2 giường đơn / 1 giường lớn', 'type': 'bed'}]",
8265,"[{'amenity': 'Studio/1 phòng ngủ', 'type': 'bedroom'}, {'amenity': '1 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8266,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'air-conditioning'}, {'amenity': '18 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8267,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 6 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi', 'type': 'bed'}]",
8268,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8269,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Studio/1 phòng ngủ', 'type': 'bedroom'}, {'amenity': '1 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8270,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8271,"[{'amenity': '2 phòng ngủ', 'type': 'bedroom'}, {'amenity': '1 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tối đa 4 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đôi lớn / 1 giường đơn', 'type': 'bed'}]",
8272,"[{'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8273,"[{'amenity': 'Studio/1 phòng ngủ', 'type': 'bedroom'}, {'amenity': '1 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '40 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 4 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}]",
8274,"[{'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8275,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '18 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường lớn', 'type': 'bed'}]",
8276,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8277,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm tạo sóng', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '50 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi và 4 giường lớn', 'type': 'bed'}]",
8278,"[{'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}]",
